id	url	text	label	unique
vk20150902_95_1_id95200311_2130	http://vk.com/wall95200311_2130	Мамочка и сестренка лиза	author	True
vk20141127_76_2_id7623845_1046	http://vk.com/wall7623845_1046	Сука убедил!!!	author	True
vk20150223_93_3_id93155260_2704	http://vk.com/wall93155260_2704	Сегодня собой горжусь. Сначала отстояла 4 часа в Летнем саду на Масленице, заскочила домой на чашку кофе, а потом - на следующую акцию в Концертный у Финляндского. В итоге собрано 35 тыс. для подопечных Адвиты. Есть еще порох в пороховницах!.	author	True
vk20160120_47_1_id477649_457	http://vk.com/wall477649_457	"Решила посмотреть очередной фильм- номинант на заветную золотую статуэтку... Не впечатлило ни на грамм...а финальное заявление авторов фильма о символе трансгендерного движения выбило окончательно.
P.S. Вспомните только вторую часть Гарри Поттера, где эльф Добби был так похож на одного ну очень известного политика. В данном фильме тоже есть один персонаж, до боли напоминающий как Добби, так и политика."	author	True
vk20150911_21_1_id219714690_2089	http://vk.com/wall219714690_2089	СИНДРОМ ДАУНА БЛЯТЬ,ПРУФЫ В СТУДИЮ!	author	True
vk20150228_10_3_id101852149_3429	http://vk.com/wall101852149_3429	"Наша гордость!☝️молодец���  мы все желаем тебе только успехов,счастья и здоровья!
���"	author	True
vk20150625_74_3_id7488826_9135	http://vk.com/wall7488826_9135	И в сон улечу под звуки оные	author	True
vk20150210_30_2_id30043846_3081	http://vk.com/wall30043846_3081	Сегодня состоялся фортепианный концерт ЕКАТЕРИНЫ МЕЧЕТИНОЙ! Необъятный талант, виртуозная игра и невероятное обаяние сразили нас наповал. Чтобы ощутить ту полноту эмоций, нужно пристутствовать на столь грандиозном мероприятии!!! :)))	author	True
vk20150226_89_5_id89324900_3952	http://vk.com/wall89324900_3952	Моя жизнь словно лестница. Чем выше я поднимаюсь, тем ярче и насыщеннее каждая ступенька.	author	True
vk20140920_68_1_id6819267_8772	http://vk.com/wall6819267_8772	"Зайшла на наш патріотичний блог Дніпропетровська ""Якщо не ти,то хто?"".

У віджеті ""Популярні публікації"" - стаття за 2011 рік. Тоді наша редакція кричала про допомогу єдиній україномовній газеті Криму, якій загрожувало закриття. 

Це так символічно: зазвичай такі речі вважають дрібничками ( як другу регіональну мову, як перемовини з терористами типу Гіркіна, як проповіді московських попів, які не припиняють  звучати в церквах ...), і лише коли Крим в нас забрали, ми почали цікавитися його газетами і репресіями. 

Шкода, що ця мудрість приходить запізно.
http://geroyam-slava.blogspot.com/2011/11/blog-post_04.html"	foreign	True
vk20150227_98_7_id98078667_630	http://vk.com/wall98078667_630	сперва показалось что кто-то сфоткался у нас в ванной. Изрядно постройневшая Иванова например.	author	True
vk20150215_51_3_id51973153_1533	http://vk.com/wall51973153_1533	Автор, Вы Молодец! Очень хорошая статья! Соглашусь со всем написанным.	author	True
vk20141107_48_0_id4868822_2406	http://vk.com/wall4868822_2406	Что может быть хуже, чем неприятный запах от женщины??? Сейчас узнаете	link_header	True
vk20151125_41_0_id41545406_480	http://vk.com/wall41545406_480	"Продюсерский центр ""Jomart Studio "" объявляет набор красивых девушек модельной внешности в новую музыкальную группу(трио). Нужны блондинка, брюнетка и рыженькая! Требования: модельная внешность и параметры, возраст до 30 лет, хотя бы минимальная хореографическая и вокальная подготовка, желание работать и развиваться в этом направлении! А мы подскажем как! Обязанности: концерты, интервью, фотосъёмки. Условия: замечательные! Все желающие - присылайте свои фото и анкетные данные в личные сообщения. 8702 777 50 77"	advertising	True
vk20150214_52_2_id5288015_5096	http://vk.com/wall5288015_5096	"Боюсь, завтра мне будет совсем не до этого, поэтому буду поздравлять сегодня, с наступающим!))) Всех любящих и любимых с Днем Святого Валентина!) Цените и берегите тех, кто рядом с вами! Будьте счастливы!!)) Всегда ваша, ""Фрейя"". Мы всегда там, где любовь!)))"	author	True
vk20150405_49_4_id49025595_726	http://vk.com/wall49025595_726	♫ Я.Сумишевский – Самая лучшая женщина Любовь Солодовникова	citation	True
vk20160228_78_4_id7820244_2453	http://vk.com/wall7820244_2453	"может добро делать не обязательно
но без добра просто трудно дышать
как бумеранг оно к нам возвращается
сделал добро, жди вернётся назад

так не скупитесь на добрые фразы
и не гнушайтесь своей доброты
будьте вы люди друг к другу
внимательней

будьте вы люди друг к другу добры
ведь доброта живёт в каждом из нас
это черта Добродушной Души.                                                           

из интернета.."	poem	True
vk20150225_40_4_id4001980_809	http://vk.com/wall4001980_809	в Индии знают,о чем говорят..	author	True
vk20150303_74_4_id7461671_1218	http://vk.com/wall7461671_1218	С рыбами проведена разъяснительно-профилактическая работа во время патрулирования, по мерам безопасности, правилам поведения на водных объектах в зимнее время года, охране жизни и окружающей среды.	citation	True
vk20150912_51_0_id5148961_8941	http://vk.com/wall5148961_8941	"Информирую:

С сегодняшнего дня по 25 число буду практически отсутствовать онлайн. Причиной тому - вылет завтрашним утром в Красную Поляну и нахождение там вплоть до 25 числа включительно.

Вероятно буду периодически заходить для высеров в стиле: ""Вау, как тут круто!"" или ""Фу, как отстойно я езжу"", но не более. Заранее отвечая на вопрос любителей колкостей, данный пост призван оградить желающих со мной связаться от бессмысленной траты времени на написание текста в личку. Доступен буду только по телефону, да и то с переменным успехом. 

Пора отдохнуть как следует. Всем бобра! Жирного такого пушистого бобра с огромным хвостом-лопатой!)))

#radff #божемойдавсемнасрать"	author	True
vk20160119_70_1_id704522_6754	http://vk.com/wall704522_6754	Горжусь моей Отважной и Родной @alino4ka_2203 !!!!  @ Peterhoff Palace In St Petersburg	author	True
vk20151218_23_0_id239457654_994	http://vk.com/wall239457654_994	Только что была на рошен ) и взяла подарочки	author	True
vk20150617_56_2_id56122902_770	http://vk.com/wall56122902_770	Прощай, красивая женщина, большая актриса, мать подарившая свою жизнь ребенку и очень очень хороший человек )))!!!	author	True
vk20150627_91_5_id91779774_8076	http://vk.com/wall91779774_8076	Последнее время только ее и слушаю... Мои любимые Бомбеи ❤	author	True
vk20150129_49_0_id499818_521	http://vk.com/wall499818_521	Добрый вечер, опять Вы, Машенька? Чтобы показать, нужно встретиться. Вы далеко от Питера? Как всякий художник, Гоблин отображал  – образно! У меня тоже – образное выражение для всего ТОГО кино. http://bit.ly/1v5CSTM	author	True
vk20150828_54_3_id54664183_5286	http://vk.com/wall54664183_5286	Арни и мистер пиченькин )	author	True
vk20150304_98_4_id98040200_57979	http://vk.com/wall98040200_57979	"Срочно !

2 девочки 
2 мальчика 
В лс!!!!"	author	True
vk20141128_84_1_id84558780_12495	http://vk.com/wall84558780_12495	"""Я думаю,что тоже,особенно в последнее время. Постоянно думаю о своих,особенно о собаке, как он радуется приходу, с ним как с компаньоном везде вместе, пока готовлю рядышком сидит, кино тоже вместе смотрим и спит рядышком. Кота конечно тоже люблю,но он больше сам по себе, сейчас видимо подросток и характер формируется,впадает из крайности в крайность,то нежность ему подавай сутками, то дуется ходит сам в себе.
чужих тоже люблю, но перед бездомными стыдно,стыдно смотреть в глаза,в них столько мольбы обычно..."""	citation	True
vk20151206_11_0_id115169955_877	http://vk.com/wall115169955_877	ты сначало долги отдай урод ) а потом свою душу рви в клочья !!!	author	True
vk20160116_89_1_id89426021_6446	http://vk.com/wall89426021_6446	Когда разбираешь, и то самое, и приятно, и сжигать.	author	True
vk20160208_33_1_id338494231_17	http://vk.com/wall338494231_17	на право пойдёшь на тротуар поподеш,на лево....... в ограду вьебешь	author	True
vk20151024_88_0_id8871485_49	http://vk.com/wall8871485_49	его в аптеке с Вашей подачи	author	True
vk20150627_59_8_id5920656_5041	http://vk.com/wall5920656_5041	"Интересная статья в КОММЕРСАНТЕ:
http://www.kommersant.ru/doc/2160896"	author	True
vk20140820_63_0_id6346883_2987	http://vk.com/wall6346883_2987	меня допишите еще туда!!! Саша Небесный! если кто то еще хочет попасть в этот список, подписывайтесь в коментах!)	author	True
vk20150226_55_2_id551488_5528	http://vk.com/wall551488_5528	Гранд Каньон 2015 - Свобода!	link_header	True
vk20140926_55_0_id55665796_3770	http://vk.com/wall55665796_3770	"Только что у меня мужик кричал ""Путин хуйло"", ""Слава Украине"" и так далее :)"	author	True
vk20150112_38_1_id38339166_1647	http://vk.com/wall38339166_1647	Когда у тебя, есть машина ты рад. Когда она дорогая, эксклюзивная или редкая ты рад в двойне. Но когда в такой машине что-то ломается ты расстраиваешься в тройне. Деталь на Range Rover Я ждал ОХРЕНЕТЬ как долга и ОТВАЛИЛ кучу денег. Долгожданный ремонт закончился, заправка и поездка в Москву. Покатался в Range Rover на славу, даже не хотелось выходить из-за руля, но так складываются обстоятельства, автомойка, гараж, сон. И только по пути домой Я услышал и вспомнил, что мне на Passate нужно менять стойки. После ремонта Range Rover Я остался без денег, где-то на 3 месяца. Доздравствует родной город, теперь буду РАБОТАТЬ грузчиком.	author	True
vk20150418_14_1_id142170338_7930	http://vk.com/wall142170338_7930	У меня пополнение ))) такое мягкое и пушистое )))�����	author	True
vk20150209_92_2_id92423127_12478	http://vk.com/wall92423127_12478	"Мир прекрасен в великом и малом. 
После вешней грозы одеваются горы туманом. 
Каждый новый росток к солнцу гостем является званым."	citation	True
vk20150623_68_3_id68862831_2587	http://vk.com/wall68862831_2587	Куплю Приму в дар Минск (Минский район)	advertising	True
vk20150917_86_2_id86665979_1508	http://vk.com/wall86665979_1508	SPS Я всё понял а так мод норм лутаюсь есть оружое и.т.д	author	True
vk20150222_27_5_id270905138_624	http://vk.com/wall270905138_624	Веселый отдых, Уру ру	author	True
vk20160202_91_0_id91717549_9141	http://vk.com/wall91717549_9141	"БЛЯДЬ ! СКОЛЬКО МОЖНО А?
СКОЛЬКО РАЗ ПРОСИЛА И ГОВОРИЛА?
ЕСЛИ ТАК, ТО ЗАБУДЬТЕ ОБО МНЕ !
НО ЗНАЙТЕ....Я НЕ ЗАБУДУ О ВАС.........."	author	True
vk20150114_47_0_id47722843_1467	http://vk.com/wall47722843_1467	"Детективы #LarsaKeplera сломали мне психику��� 

«Стремительно раскручивается цепь мрачных событий. Странным образом они связаны со скрипкой, принадлежавшей великому Паганини, и губительным контрактом, осененным его именем. И напрасно двое влюбленных пытаются найти спасение на обманчиво приветливых островках среди фьордов — бесстрастный убийца, методично идущий по их следу, вездесущ и несокрушим, он движется к своей цели буквально по трупам»
Отрывок из книги: Кеплер, Ларс. «Контракт Паганини.» Астрель, CORPUS, 2011-12-31T22:00:00+00:00. iBooks."	partial_quotation	True
vk20151016_20_0_id206085265_43726	http://vk.com/wall206085265_43726	"Угадываем слово��
Первая буква: Н
Букв в слове: 14
Есть у каждого человека)"	author	True
vk20150308_40_0_id40629932_3299	http://vk.com/wall40629932_3299	Эксперт: За убийством Немцова стоят украинцы	link_header	True
vk20150619_33_1_id33628706_11407	http://vk.com/wall33628706_11407	"привет, двадцатилетняя я) с днём рождения! ну вот тебе и стукнуло 20 лет! а мне ещё нет и 18ти...
надеюсь, ты уже два с половиной года счастлива с Тёмой. я его очень люблю и, надеюсь, ты тоже! 
а вообще, никогда не забывай, что ты-это ты! ты никогда не будешь той, кем тебя хотят видеть. очень хочу, чтобы ты такой и осталась...
не забывай о своих желаниях! и о своей мечте, поездке в Италию!!! надеюсь ты уже у цели ;)
а ещё, я надеюсь, что на твоём теле уже не меньше 10 татуировок, как я и хотела ;)"	author	True
vk20150823_27_2_id277038515_907	http://vk.com/wall277038515_907	То чувство, когда ты-Настя,и ты любишь гулять в лесу:D	author	True
vk20150309_66_0_id66549140_2110	http://vk.com/wall66549140_2110	В последние минутки 8 марта, спешу вас поздравить, дорогие девочки)))!	author	True
vk20141003_62_1_id62875179_5581	http://vk.com/wall62875179_5581	"Не верьте учебникам истории, единственной предпосылкой к ""промышленной революции"" были ""великие географические открытия"", просто английским подмастерьям удалось собрать все технологические решения в ремёслах того времени, в силу того что они производили больше пороха, чем вся Европа, от того она и колонизировала всё покуда ей его хватало, секрет которого она выведала в Китае, потому он никогда и не был сломлен силой, англичане в целом не придумали ничего научного, а трепещут над своими патентами и авторскими правами выданные ими же самими, у них вообще ничего нет, кроме языка, который уже им и не принадлежит.

Так же французы трепещут над Ренессансом, гуманностью, первой республикой, энциклопедистами, духовностью в общем... в сущности та же история - они не открыли новой нравственности, бога, но претендуя на своё мировое господство сложили мозаику из разных политических, религиозных, культурных идей, когда все они стали доступны им, назвав всё всего одним словом ""свобода"", и в принципе они смогли насадить его во всем мире, но они до сих пор не смогли сломить дух индийцев, потому как именно у них и по-моему единственной чей-либо колонии независимости была обретена ненасильственным путём, у них французская свобода и так в крови, а сами французы её уже давно потеряли, у них наверно только и вино осталось."	author	True
vk20151125_27_1_id272024399_186	http://vk.com/wall272024399_186	необходимые лекарства в аптечке	author	True
vk20150409_99_1_id99607637_1323	http://vk.com/wall99607637_1323	"И может я и не поэт
И не могу изложить мысли
Сложив в красивенький куплет
Создав душевной песни
И может я не правильно живу
И не всегда я буду прав
В горяший дом на всем скоку
И не найдут на меня управ
И может я полезу не туда
Там где меня не ждут
Я буду резать провода
Наклав на шею жгут
Найдеться в мире идиот
Кому по нраву этот бред
И он оценит и поймет
Опустит вниз с веска свой пистолет
Пойдет гулять и будет вслух
Орать на улице мои стихи
И как ужаленный петух
Считая в парке фонари
Он будет жив здоров и бодр
Вставать с восходом солнца
Зевать поглаживая бровь
И слышать что в груди
Так бешенно сердечко бьеться"	poem	True
vk20150309_67_2_id6751063_1199	http://vk.com/wall6751063_1199	Спасибо, всем мужчинам, не забывшим поздравить меня с 8-м марта..но хочется, чтобы вы помнили о том, что я женщина не только один день по календарю.. Да и не только на словах...	author	True
vk20141221_90_1_id9044601_6162	http://vk.com/wall9044601_6162	"Масса впечатлений от последнего банкета=)Очень понравились ребята,которые  веселились вместе с нами до предела!!!!!Ресторан ""Волга""=)Ехала домой и стало грустно,что так быстро все закончилось!!!!"	author	True
vk20160113_33_2_id334597313_111	http://vk.com/wall334597313_111	Набор «Райский Бали» как в наборе так и отдельно	advertising	True
vk20160107_29_0_id29405090_2193	http://vk.com/wall29405090_2193	С НАСТУПАЮЩИМ РОЖДЕСТВОМ!!!! ЧТОБЫ В КАЖДОМ ДОМЕ БЫЛО СЧАСТЬЕ ЛЮБОВЬ И ДОБРО❣	author	True
vk20151212_50_2_id50439312_10155	http://vk.com/wall50439312_10155	Наконец-то понял что такое звёздочки в глазах... Было просто авсом	author	True
vk20150901_58_2_id58747283_3552	http://vk.com/wall58747283_3552	В Керчи из-за Жигули образовалась огромная пробка на «Нижнем Солнечном»	link_header	True
vk20150221_86_5_id867856_5980	http://vk.com/wall867856_5980	Друзья, может кто завтра поднимается в 7 утра? Позвоните мне пожалуйста, а то у меня важное дело с самого утра - боюсь проспать! Заранее спасибо	author	True
vk20150910_51_1_id51274950_622	http://vk.com/wall51274950_622	А мы ВСТРЕЧНУЮ ПЕТИЦИЮ организуем!!! И посмотрим - КТО больше наберёт!!!	author	True
vk20150320_40_4_id40442580_1080	http://vk.com/wall40442580_1080	В банке разрушения,а мы вот что нашли с Вадимом	author	True
vk20151221_26_0_id26260_33197	http://vk.com/wall26260_33197	Иногда истина воспринимается разными людьми по-разному. И как смешно, когда ты в определенный момент замечаешь как все просто.	author	True
vk20151220_53_0_id5306542_811	http://vk.com/wall5306542_811	Если  Вы все таки купили елку ее можно сдать на переработку )) Нашла компанию по изготовлению арболитовых блоков. Кому надо обращайтесь. Своих продавцов елок я агитирую направлять остатки в нужное русло. А вообще, лучше в парк или  лес )) и там наслаждаться елками.	author	True
vk20150216_63_7_id63318849_399	http://vk.com/wall63318849_399	Модули и наборы Мастер Кит - Возвращатели GPS - купить, цены, pdf, фото, склад - интернет-магазин ООО Аллюр	autogen	True
vk20150212_55_3_id5561869_20525	http://vk.com/wall5561869_20525	Номер 1⃣ - начало будущей #XPDanceStudio положено✅ Стена сделана, границы залов обозначены ✳️остальное по списку� ... ❓❔❓Вопрос ко всем кто как -либо связан с музыкой➖нам нужно музыкальное оборудование для студии �посоветуйте✅➖�где можно приобрести качественный звук �у нас в городе?) ... Или может кто продает из клуба акустику) мы готовы приобрести)... ���за репост бабочки в живот .) и куча жизненных вкусностей �☀️������.....)))	author	True
vk20141222_48_1_id4860_5997	http://vk.com/wall4860_5997	"Дэвид Финчер велик! 
Его лента Исчезнувшая самый жуткий триллер, всепоглощающий страх для любого мужчины, который возьмется это посмотреть. Настоятельно рекомендую к просмотру на большом экране, с хорошей стереосистемой и в кромешной темноте."	author	True
vk20150213_93_6_id93018923_1603	http://vk.com/wall93018923_1603	и работало воображение	author	True
vk20140904_66_0_id66347826_220	http://vk.com/wall66347826_220	"Банковские  реквизиты:

 

Уральский  Банк СБ РФ

Челябинское  отделение  № 8597 г. Челябинск

БИК 047501602                       

КПП 047501602

КПП 745302001 ИНН 7707083893

К/сч  30101810700000000602

р/сч 47422810472009940001

Ф.И.О.  ЛЕБЕДЕВА ОЛЬГА  ЕГОРОВНА

 

Мой  счет.  Челябинское  отделение  № 8597 СБ РФ 10446

Адрес:  456787 Челябинская  область, г. Озерск, б.Луначарского 17а"	other	True
vk20160305_50_3_id50656924_1497	http://vk.com/wall50656924_1497	Спутниковое телевидение Континент ТВ HD – цены, оборудование, каналы, тарифы!	link_header	True
vk20150611_80_6_id8026880_10740	http://vk.com/wall8026880_10740	Сегодня я прислушаюсь к словам поддержки от друзей и близких, которые видят хорошее во мне.	author	True
vk20150811_40_0_id4096249_723	http://vk.com/wall4096249_723	"После длительного перерыва мне вновь подвернулся шанс пойти в поход. Хоть и маленький, только на выходные, но от этого не менее интересный. Особенным поход был для меня, потому что это первый поход на байдарках. 

Активная гребля до сих пор напоминает о себе приятной усталостью в руках. Но мы молодцы! 54 километра за 2,5 дня в бодрой, энергичной компании. Хотя могли и больше!

Неизменным для походов остаются теплые и душевные вечера: костер, гитара,  ужин из походной плошки и конечно очень красивое звездное небо. Только ради этого, можно не задумываясь соглашаться идти в небольшое путешествие.
Ходите в походы, познавайте мир, отдыхайте с душой!"	author	True
vk20160105_46_0_id46019163_2559	http://vk.com/wall46019163_2559	становится очень забавно когда мясоед или например курящий человек говорит мне что я в отличии от него не свободна �	author	True
vk20160315_49_1_id49880064_28040	http://vk.com/wall49880064_28040	"В прошлом году нам довелось побывать в Крыму. 
Мы отдыхали вблизи Евпатории. 
Западная часть Крыма не такая благоустроенная(пока!!), но в этом и есть колорит этой части полуострова. Меня поразило то, насколько эффективно работают волонтерские службы по работе с бездомными животными. Мы встречали много ""пушистых"" и очень социальных псин, которые радостно встречали нас своими пухлыми щечками)))
У каждого животного была бирочка на ухе с данными животными. Все они стерильные и привитые.
 В Евпатории очень много бродячих, но при этом ухоженных кошек!
Так же нам довелось побывать в Севастополе. Пройти по историческим местам. Мы посетили Херсонес - это одна из древнейших частей полуострова, где сохранилось много памятников культуры и истории.
Из развлечений мы побывали в прекрасном аква-парке ""Банановая республика""  там поразило количество молодых людей-спасателей. Там действительно безопасно, т.к. за каждым метром аттракционов следят 5-6 пар глаз)))
Думаю каждый, кто выберет отдых(взможно лечение) в Крыму, еще долго с теплом и любовь будет вспоминать этот удивительный и прекрасный, немного сказочный мир!

Передаю эстафету :

https://vk.com/irvik_man"	author	True
vk20141013_46_0_id4636094_8764	http://vk.com/wall4636094_8764	В выходные был на рынке,и наткнулся на такой ценник: огурцы в попурышек о.О	author	True
vk20141121_37_0_id37481409_11862	http://vk.com/wall37481409_11862	самое крутое в этом видео то, как танцует Тимати)))	author	True
vk20150318_33_0_id33759960_4306	http://vk.com/wall33759960_4306	И спасибо Вам, друзья! Ваши поздравления подбадривали меня сегодня весь день!���	author	True
vk20150408_16_2_id168974171_659	http://vk.com/wall168974171_659	Люди грязные и порочнее волков, волки же чисты и непокорных! Будь в моих силах, я бы стал волком!!	author	True
vk20141203_48_2_id4878771_23829	http://vk.com/wall4878771_23829	Любимый в Петербурге � #JB �	author	True
vk20150212_54_3_id54502797_23977	http://vk.com/wall54502797_23977	песня в голове на пмж, видимо	author	True
vk20151220_14_0_id142642148_10311	http://vk.com/wall142642148_10311	"1. ""Каждый шаг приносит неимоверную боль.""
Неимоверная боль? Тогда почему ты бежишь и улыбаешься? Неимоверная боль конвертирует способность двигаться в необходимость дергаться.
2. ""Мне больно, меня бросили.""
ЭТО - психологическая боль? Это сопли. Вот бы всех таких нытиков усадить со сломанными хребтами в инвалидные кресла на год. После этого жизнь казалась бы раем.
_______________________________________________________
Кругом сопли, непонимание и самолюбие. Хотя, мне без разницы."	author partial_quotation	True
vk20150114_11_2_id11519682_35143	http://vk.com/wall11519682_35143	"Одновременно он подчеркнул, что массовый расстрел людей в Париже и Волновахе - это события из одного и того же ряда.

""Однако я остаюсь сторонником мирного урегулирования на Донбассе - в рамках моего Мирного плана и Минских договоренностей. Делал, делаю и буду делать для этого все возможное. И даже - невозможно""

ДА ОН ОХУЕЛ!"	partial_quotation	True
vk20150209_22_2_id225767833_1301	http://vk.com/wall225767833_1301	холостяк)и сам дома скукота)	author	True
vk20140825_28_0_id28184194_5871	http://vk.com/wall28184194_5871	и все-таки в ту прекрасную ночь нам удалось запечатлеть падение метеоров!	author	True
vk20141213_78_1_id7863423_3550	http://vk.com/wall7863423_3550	Самые любимые лица H&M. Некоторые не вошли в кадр, но любви моей хватит на всех�#hmpeople #Казань #625 #двадекоратораиманагеры #веселье @ Selfie Bar	author	True
vk20150328_32_2_id32823998_3085	http://vk.com/wall32823998_3085	Коварные планы зарождаются в маленькой головке �	author	True
vk20150901_22_0_id224742360_4988	http://vk.com/wall224742360_4988	Да,старые берега ....на то они и старые....	author	True
vk20160320_61_2_id6152542_7128	http://vk.com/wall6152542_7128	Выходные в разгаре! Пляшем и остаёмся в форме, никаких ���❌	author	True
vk20150626_52_4_id5214319_13035	http://vk.com/wall5214319_13035	"КИЕВ И ОБЛАСТ! ОЧАРОВАТЕЛЬНЫЙ, МАЛЕНЬКИЙ ЩЕНОЧЕК, В ДОБРЫЕ РУКИ!

Ищем семью для маленького щеночка, девочка, 7 недель.
Обработана от паразитов, умненькая, смышленная, активная, игривая. Когда вырастет будет среднего размера.
Будет для Вас самым лучшим другом и охранником.
Пожалуйста обратите на нее внимание, обещает любить Вас больше всех на свете.

https://vk.com/vistara3
+38-050-816-65-91 Елена"	author advertising	True
vk20160128_25_1_id254684577_1959	http://vk.com/wall254684577_1959	"Смотрите ""СТУДИЯ ТАНЦЕВ|ПРОГУЛКА ПО МАГАЗИНАМ."" на YouTube"	autogen	True
vk20150116_42_0_id42823651_15285	http://vk.com/wall42823651_15285	Театр, каким он должен быть http://www.kinopoisk.ru/film/798635/	author	True
vk20150217_43_7_id4308962_3882	http://vk.com/wall4308962_3882	Проверка вирусов. Бесплатный антивирус Panda. Онлайн проверка вирусов. Антивирус бесплатно	autogen	True
vk20150408_17_2_id176741850_1016	http://vk.com/wall176741850_1016	Зверство и мощь!	author	True
vk20150620_80_3_id8034272_2546	http://vk.com/wall8034272_2546	Выпускнииииииииик! В добрый путь!����	author	True
